study,latin_name,historic_low_limit,historic_mean_limit,historic_upper_limit,modern_low_limit,modern_mean_elevation,modern_upper_limit,change_low_limit,change_mean_elevation,change_upper_limit
Rumpf et al. 2018,Gentiana acaulis,NA,NA,NA,NA,NA,NA,68,-55,34
Rumpf et al. 2018,Gentiana brachyphylla,NA,NA,NA,NA,NA,NA,-82,-69,11
Rumpf et al. 2018,Gentiana nivalis,NA,NA,NA,NA,NA,NA,161,60,-2
Rumpf et al. 2018,Gentiana orbicularis,NA,NA,NA,NA,NA,NA,-158,0,-52
Rumpf et al. 2018,Gentiana punctata,NA,NA,NA,NA,NA,NA,-7,-26,7
Rumpf et al. 2018,Gentianella anisodonta,NA,NA,NA,NA,NA,NA,269,168,226
Rumpf et al. 2018,Gentianella aspera,NA,NA,NA,NA,NA,NA,54,-10,230
Rumpf et al. 2018,Gentianella campestris,NA,NA,NA,NA,NA,NA,158,-151,78
Rumpf et al. 2018,Geranium sylvaticum,NA,NA,NA,NA,NA,NA,-27,137,71
Rumpf et al. 2018,Geum montanum,NA,NA,NA,NA,NA,NA,97,-14,69
Rumpf et al. 2018,Globularia nudicaulis,NA,NA,NA,NA,NA,NA,-484,-417,-185
Rumpf et al. 2018,Gnaphalium hoppeanum/supinum,NA,NA,NA,NA,NA,NA,216,258,13
Rumpf et al. 2018,Hedysarum  hedysaroides,NA,NA,NA,NA,NA,NA,-37,-34,-65
Rumpf et al. 2018,Helianthemum alpestre,NA,NA,NA,NA,NA,NA,81,59,-13
Rumpf et al. 2018,Heracleum austriacum,NA,NA,NA,NA,NA,NA,40,-314,-93
Rumpf et al. 2018,Hieracium  glanduliferum,NA,NA,NA,NA,NA,NA,-182,6,31
Rumpf et al. 2018,Hieracium alpinum,NA,NA,NA,NA,NA,NA,77,243,80
Rumpf et al. 2018,Hieracium lactucella,NA,NA,NA,NA,NA,NA,2,163,76
Rumpf et al. 2018,Hieracium pilosum/villosum,NA,NA,NA,NA,NA,NA,53,-68,202
Rumpf et al. 2018,Homogyne alpina,NA,NA,NA,NA,NA,NA,-20,179,49
Rumpf et al. 2018,Homogyne discolor,NA,NA,NA,NA,NA,NA,256,216,163
Rumpf et al. 2018,Huperzia selago,NA,NA,NA,NA,NA,NA,316,26,128
Rumpf et al. 2018,Hypochaeris uniflora,NA,NA,NA,NA,NA,NA,34,429,58
Rumpf et al. 2018,Juncus jacquinii,NA,NA,NA,NA,NA,NA,35,-7,-26
Rumpf et al. 2018,Juncus monanthos,NA,NA,NA,NA,NA,NA,41,-301,-1
Rumpf et al. 2018,Juncus trifidus,NA,NA,NA,NA,NA,NA,120,-12,52
Rumpf et al. 2018,Juniperus communis,NA,NA,NA,NA,NA,NA,110,122,65
Rumpf et al. 2018,Kobresia myosuroides,NA,NA,NA,NA,NA,NA,-64,-35,-17
Rumpf et al. 2018,Laserpitium halleri,NA,NA,NA,NA,NA,NA,-89,-124,-96
Rumpf et al. 2018,Leontodon helveticus,NA,NA,NA,NA,NA,NA,30,-10,37
Rumpf et al. 2018,Leontodon montanus,NA,NA,NA,NA,NA,NA,2,131,98
Rumpf et al. 2018,Leontopodium alpinum,NA,NA,NA,NA,NA,NA,60,-7,-42
Rumpf et al. 2018,Ligusticum  mutellinoides,NA,NA,NA,NA,NA,NA,66,-45,-104
Rumpf et al. 2018,Ligusticum mutellina,NA,NA,NA,NA,NA,NA,-31,-148,-105
Rumpf et al. 2018,Loiseleuria procumbens,NA,NA,NA,NA,NA,NA,104,-23,113
Rumpf et al. 2018,Lonicera caerulea,NA,NA,NA,NA,NA,NA,-3,-16,-185
Rumpf et al. 2018,Luzula alpinopilosa,NA,NA,NA,NA,NA,NA,51,73,206
Rumpf et al. 2018,Luzula lutea,NA,NA,NA,NA,NA,NA,256,165,22
Rumpf et al. 2018,Luzula sylvatica,NA,NA,NA,NA,NA,NA,-222,-47,-109
Rumpf et al. 2018,Minuartia verna agg.,NA,NA,NA,NA,NA,NA,-5,10,11
Rumpf et al. 2018,Myosotis alpestris,NA,NA,NA,NA,NA,NA,-29,-42,5
Rumpf et al. 2018,Myosotis sylvatica,NA,NA,NA,NA,NA,NA,124,-71,48
Rumpf et al. 2018,Nigritella nigra agg.,NA,NA,NA,NA,NA,NA,-19,-33,102
Rumpf et al. 2018,Oxalis acetosella,NA,NA,NA,NA,NA,NA,-329,0,-179
Rumpf et al. 2018,Oxytropis campestris,NA,NA,NA,NA,NA,NA,-161,-13,-66
Rumpf et al. 2018,Oxytropis montana agg.,NA,NA,NA,NA,NA,NA,-24,-12,54
Rumpf et al. 2018,Pedicularis aspleniifolia,NA,NA,NA,NA,NA,NA,111,7,-82
Rumpf et al. 2018,Pedicularis rostratocapitata,NA,NA,NA,NA,NA,NA,42,14,-24
Rumpf et al. 2018,Pedicularis tuberosa,NA,NA,NA,NA,NA,NA,178,52,131
Rumpf et al. 2018,Pedicularis verticillata,NA,NA,NA,NA,NA,NA,185,300,25
Rumpf et al. 2018,Persicaria vivipara,NA,NA,NA,NA,NA,NA,9,160,-17
Rumpf et al. 2018,Peucedanum ostruthium,NA,NA,NA,NA,NA,NA,-24,20,-155
Rumpf et al. 2018,Phleum alpinum agg.,NA,NA,NA,NA,NA,NA,-54,298,96
Rumpf et al. 2018,Phleum hirsutum,NA,NA,NA,NA,NA,NA,131,-230,-341
Rumpf et al. 2018,Phyteuma betonicifolium,NA,NA,NA,NA,NA,NA,58,179,-65
Rumpf et al. 2018,Phyteuma hemisphaericum,NA,NA,NA,NA,NA,NA,9,-142,26
Rumpf et al. 2018,Phyteuma sieberi,NA,NA,NA,NA,NA,NA,-71,50,59
Rumpf et al. 2018,Pinus mugo agg.,NA,NA,NA,NA,NA,NA,-617,-128,-139
Rumpf et al. 2018,Plantago alpina,NA,NA,NA,NA,NA,NA,145,-150,113
Rumpf et al. 2018,Plantago atrata,NA,NA,NA,NA,NA,NA,46,320,-169
Rumpf et al. 2018,Plantago strictissima,NA,NA,NA,NA,NA,NA,20,-32,240
Rumpf et al. 2018,Poa nemoralis,NA,NA,NA,NA,NA,NA,5,-64,460
Rumpf et al. 2018,Polygala alpestris,NA,NA,NA,NA,NA,NA,-21,-169,9
Rumpf et al. 2018,Potentilla aurea,NA,NA,NA,NA,NA,NA,64,-132,4
Rumpf et al. 2018,Potentilla brauneana,NA,NA,NA,NA,NA,NA,695,923,121
Rumpf et al. 2018,Potentilla crantzii,NA,NA,NA,NA,NA,NA,-117,-384,-39
Rumpf et al. 2018,Potentilla grandiflora,NA,NA,NA,NA,NA,NA,43,243,-16
Rumpf et al. 2018,Primula auricula,NA,NA,NA,NA,NA,NA,-75,171,9
Rumpf et al. 2018,Primula hirsuta,NA,NA,NA,NA,NA,NA,-168,1,-52
Rumpf et al. 2018,Primula integrifolia,NA,NA,NA,NA,NA,NA,93,25,-66
Rumpf et al. 2018,Primula minima,NA,NA,NA,NA,NA,NA,-34,-48,-10
Rumpf et al. 2018,Primula wulfeniana,NA,NA,NA,NA,NA,NA,-11,-200,-13
Rumpf et al. 2018,Pseudorchis albida,NA,NA,NA,NA,NA,NA,102,-7,34
Rumpf et al. 2018,Pulsatilla alpina s.lat.,NA,NA,NA,NA,NA,NA,336,2,-12
Rumpf et al. 2018,Pulsatilla vernalis,NA,NA,NA,NA,NA,NA,270,190,50
Rumpf et al. 2018,Ranunculus alpestris,NA,NA,NA,NA,NA,NA,385,421,21
Rumpf et al. 2018,Ranunculus hybridus,NA,NA,NA,NA,NA,NA,-63,45,33
Rumpf et al. 2018,Rhinanthus glacialis,NA,NA,NA,NA,NA,NA,-351,483,279
Rumpf et al. 2018,Rhododendron ferrugineum,NA,NA,NA,NA,NA,NA,6,37,73
Rumpf et al. 2018,Rhododendron hirsutum,NA,NA,NA,NA,NA,NA,73,139,73
Rumpf et al. 2018,Rumex alpestris,NA,NA,NA,NA,NA,NA,3,-54,17
Rumpf et al. 2018,Rumex scutatus,NA,NA,NA,NA,NA,NA,38,178,177
Rumpf et al. 2018,Salix alpina,NA,NA,NA,NA,NA,NA,-95,103,129
Rumpf et al. 2018,Salix reticulata,NA,NA,NA,NA,NA,NA,721,192,-57
Rumpf et al. 2018,Salix retusa agg.,NA,NA,NA,NA,NA,NA,335,-45,-16
Rumpf et al. 2018,Saponaria pumila,NA,NA,NA,NA,NA,NA,136,232,33
Rumpf et al. 2018,Saussurea alpina,NA,NA,NA,NA,NA,NA,-220,27,-8
Rumpf et al. 2018,Saxifraga aizoides,NA,NA,NA,NA,NA,NA,-102,252,155
Rumpf et al. 2018,Saxifraga androsacea,NA,NA,NA,NA,NA,NA,768,71,2
Rumpf et al. 2018,Saxifraga caesia,NA,NA,NA,NA,NA,NA,94,6,21
Rumpf et al. 2018,Saxifraga paniculata,NA,NA,NA,NA,NA,NA,427,96,-29
Rumpf et al. 2018,Saxifraga rudolphiana,NA,NA,NA,NA,NA,NA,323,62,2
Rumpf et al. 2018,Selaginella selaginoides,NA,NA,NA,NA,NA,NA,-16,76,-73
Rumpf et al. 2018,Sempervivum montanum,NA,NA,NA,NA,NA,NA,27,154,8
Rumpf et al. 2018,Senecio  abrotanifolius,NA,NA,NA,NA,NA,NA,-205,-43,67
Rumpf et al. 2018,Senecio carniolicus,NA,NA,NA,NA,NA,NA,132,-8,-68
Rumpf et al. 2018,Sesleria ovata,NA,NA,NA,NA,NA,NA,184,-8,-26
Rumpf et al. 2018,Sesleria sphaerocephala,NA,NA,NA,NA,NA,NA,-93,272,148
Rumpf et al. 2018,Sibbaldia procumbens,NA,NA,NA,NA,NA,NA,145,-229,94
Rumpf et al. 2018,Silene acaulis s.lat.,NA,NA,NA,NA,NA,NA,9,-2,17
Rumpf et al. 2018,Silene alpestris,NA,NA,NA,NA,NA,NA,190,535,184
Rumpf et al. 2018,Silene rupestris,NA,NA,NA,NA,NA,NA,91,52,25
Rumpf et al. 2018,Soldanella alpina,NA,NA,NA,NA,NA,NA,39,90,-159
Rumpf et al. 2018,Soldanella minima agg.,NA,NA,NA,NA,NA,NA,240,570,88
Rumpf et al. 2018,Soldanella pusilla,NA,NA,NA,NA,NA,NA,120,-53,-50
Rumpf et al. 2018,Thesium alpinum,NA,NA,NA,NA,NA,NA,-107,-22,5
Rumpf et al. 2018,Thlaspi rotundifolium,NA,NA,NA,NA,NA,NA,11,30,33
Rumpf et al. 2018,Trifolium alpinum,NA,NA,NA,NA,NA,NA,190,135,72
Rumpf et al. 2018,Trifolium badium,NA,NA,NA,NA,NA,NA,-248,-211,-113
Rumpf et al. 2018,Trifolium thalii,NA,NA,NA,NA,NA,NA,-100,114,14
Rumpf et al. 2018,Trisetum alpestre,NA,NA,NA,NA,NA,NA,-14,15,96
Rumpf et al. 2018,Trollius europaeus,NA,NA,NA,NA,NA,NA,-66,125,47
Rumpf et al. 2018,Vaccinium myrtillus,NA,NA,NA,NA,NA,NA,-34,289,57
Rumpf et al. 2018,Vaccinium uliginosum agg.,NA,NA,NA,NA,NA,NA,173,-5,81
Rumpf et al. 2018,Valeriana celtica,NA,NA,NA,NA,NA,NA,52,2,12
Rumpf et al. 2018,Valeriana montana,NA,NA,NA,NA,NA,NA,-478,-72,75
Rumpf et al. 2018,Valeriana tripteris,NA,NA,NA,NA,NA,NA,-179,-246,267
Rumpf et al. 2018,Veronica alpina,NA,NA,NA,NA,NA,NA,-19,57,-8
Rumpf et al. 2018,Veronica aphylla,NA,NA,NA,NA,NA,NA,221,-273,-131
Rumpf et al. 2018,Veronica bellidioides,NA,NA,NA,NA,NA,NA,244,18,11
Rumpf et al. 2018,Veronica fruticans,NA,NA,NA,NA,NA,NA,81,-260,90
Rumpf et al. 2018,Veronica serpyllifolia,NA,NA,NA,NA,NA,NA,-321,26,99
Rumpf et al. 2018,Viola biflora,NA,NA,NA,NA,NA,NA,54,-13,42
Rumpf et al. 2018,Viola calcarata,NA,NA,NA,NA,NA,NA,33,25,24
Savage & Vellend 2015,Acer_spicatum,NA,681,NA,NA,717,NA,NA,36,NA
Savage & Vellend 2015,Actaea_sp,NA,656,NA,NA,597,NA,NA,-59,NA
Savage & Vellend 2015,Aralia_nudicaulis,NA,613,NA,NA,692,NA,NA,79,NA
Savage & Vellend 2015,Arisaema_triphyllum,NA,632,NA,NA,611,NA,NA,-21,NA
Savage & Vellend 2015,Athyrium_filix_femina,NA,616,NA,NA,623,NA,NA,7,NA
Savage & Vellend 2015,Carex_arctata,NA,611,NA,NA,639,NA,NA,28,NA
Savage & Vellend 2015,Carex_intumescens,NA,587,NA,NA,656,NA,NA,69,NA
Savage & Vellend 2015,Carex_sp,NA,557,NA,NA,711,NA,NA,154,NA
Savage & Vellend 2015,Circaea_alpina,NA,590,NA,NA,655,NA,NA,65,NA
Savage & Vellend 2015,Clintonia_borealis,NA,706,NA,NA,870,NA,NA,164,NA
Savage & Vellend 2015,Coptis_trifolia,NA,650,NA,NA,774,NA,NA,124,NA
Savage & Vellend 2015,Cornus_alternifolia,NA,603,NA,NA,608,NA,NA,5,NA
Savage & Vellend 2015,Cornus_canadensis,NA,803,NA,NA,897,NA,NA,94,NA
Savage & Vellend 2015,Corylus_cornuta,NA,571,NA,NA,619,NA,NA,48,NA
Savage & Vellend 2015,Deparia_acrostichoides,NA,605,NA,NA,584,NA,NA,-21,NA
Savage & Vellend 2015,Dryopteris_carthusiana,NA,673,NA,NA,716,NA,NA,43,NA
Savage & Vellend 2015,Galium_triflorum,NA,528,NA,NA,655,NA,NA,127,NA
Savage & Vellend 2015,Gymnocarpium_disjunctum,NA,482,NA,NA,673,NA,NA,191,NA
Savage & Vellend 2015,Huperzia_lucidula,NA,652,NA,NA,678,NA,NA,26,NA
Savage & Vellend 2015,Impatiens_capensis,NA,494,NA,NA,604,NA,NA,110,NA
Savage & Vellend 2015,Lonicera_canadensis,NA,578,NA,NA,607,NA,NA,29,NA
Savage & Vellend 2015,Lycopodium_obscurum,NA,467,NA,NA,561,NA,NA,94,NA
Savage & Vellend 2015,Maianthemum_canadense,NA,589,NA,NA,639,NA,NA,50,NA
Savage & Vellend 2015,Maianthemum_racemosum,NA,637,NA,NA,624,NA,NA,-13,NA
Savage & Vellend 2015,Medeola_virginiana,NA,568,NA,NA,520,NA,NA,-48,NA
Savage & Vellend 2015,Mitchella_repens,NA,575,NA,NA,615,NA,NA,40,NA
Savage & Vellend 2015,Nabalus_sp,NA,549,NA,NA,632,NA,NA,83,NA
Savage & Vellend 2015,Oclemena_acuminata,NA,699,NA,NA,680,NA,NA,-19,NA
Savage & Vellend 2015,Osmorhiza_claytonii,NA,588,NA,NA,617,NA,NA,29,NA
Savage & Vellend 2015,Oxalis_acetosella,NA,823,NA,NA,733,NA,NA,-90,NA
Savage & Vellend 2015,Phegopteris_connectilis,NA,643,NA,NA,660,NA,NA,17,NA
Savage & Vellend 2015,Poaceae,NA,535,NA,NA,640,NA,NA,105,NA
Savage & Vellend 2015,Polygonatum_pubescens,NA,629,NA,NA,648,NA,NA,19,NA
Savage & Vellend 2015,Polypodium_virginianum,NA,643,NA,NA,669,NA,NA,26,NA
Savage & Vellend 2015,Polystichum_acrostichoides,NA,592,NA,NA,591,NA,NA,-1,NA
Savage & Vellend 2015,Pyrola_sp,NA,579,NA,NA,645,NA,NA,66,NA
Savage & Vellend 2015,Ribes_sp,NA,688,NA,NA,773,NA,NA,85,NA
Savage & Vellend 2015,Rubus_sp,NA,742,NA,NA,670,NA,NA,-72,NA
Savage & Vellend 2015,Sambucus_racemosa,NA,622,NA,NA,640,NA,NA,18,NA
Savage & Vellend 2015,Sorbus_sp,NA,732,NA,NA,784,NA,NA,52,NA
Savage & Vellend 2015,Streptopus_amplexifolius,NA,728,NA,NA,731,NA,NA,3,NA
Savage & Vellend 2015,Streptopus_lanceolatus,NA,637,NA,NA,684,NA,NA,47,NA
Savage & Vellend 2015,Thelypteris_noveboracensis,NA,572,NA,NA,573,NA,NA,1,NA
Savage & Vellend 2015,Tiarella_cordifolia,NA,616,NA,NA,635,NA,NA,19,NA
Savage & Vellend 2015,Trientalis_borealis,NA,635,NA,NA,696,NA,NA,61,NA
Savage & Vellend 2015,Trillium_erectum,NA,652,NA,NA,672,NA,NA,20,NA
Savage & Vellend 2015,Trillium_undulatum,NA,618,NA,NA,620,NA,NA,2,NA
Savage & Vellend 2015,Veratrum_viride,NA,628,NA,NA,646,NA,NA,18,NA
Savage & Vellend 2015,Viburnum_lantanoides,NA,624,NA,NA,649,NA,NA,25,NA
Savage & Vellend 2015,Viola_sp,NA,605,NA,NA,615,NA,NA,10,NA
Sheldon 2012,Acroneuria abnormis,NA,628,991,NA,695,1113,NA,67,122
Sheldon 2012,Eccoptura xanthenes,500,778,1082,439,799,1113,-61,21,31
Telwala et al. 2013,Aconogonon hookeri,4272,NA,5181,4300,NA,5250,28,NA,69
Telwala et al. 2013,Allium macranthum,3500,NA,4500,3917,NA,4500,417,NA,0
Telwala et al. 2013,Allium sikkimense,3886,NA,4420,4478,NA,5223,592,NA,803
Telwala et al. 2013,Anaphalis xylorhiza,3656,NA,5182,4000,NA,5195,344,NA,13
Telwala et al. 2013,Androsace selago,4267,NA,4572,4209,NA,4570,-58,NA,-2
Telwala et al. 2013,Anemone demissa,3963,NA,4877,4000,NA,5000,37,NA,123
Telwala et al. 2013,Arenaria ciliolata,4267,NA,5182,4200,NA,5200,-67,NA,18
Telwala et al. 2013,Arenaria densissima,4572,NA,5182,4500,NA,5286,-72,NA,104
Telwala et al. 2013,Arenaria glanduligera,4267,NA,5334,4504,NA,5416,237,NA,82
Telwala et al. 2013,Arenaria melandroyoides,4267,NA,5334,4648,NA,5400,381,NA,66
Telwala et al. 2013,Arenaria monticola,4572,NA,4877,4656,NA,5500,84,NA,623
Telwala et al. 2013,Arenaria musciformis,4420,NA,5029,4384,NA,5186,-36,NA,157
Telwala et al. 2013,Arenaria polytrichoides,4267,NA,5182,4492,NA,5396,225,NA,214
Telwala et al. 2013,Artemisia biennis,4572,NA,4877,4500,NA,5000,-72,NA,123
Telwala et al. 2013,Artemisia campbelli,3658,NA,4722,3670,NA,4877,12,NA,155
Telwala et al. 2013,Artemisia salsoloides,4572,NA,5182,4500,NA,5200,-72,NA,18
Telwala et al. 2013,Astagalus confertus,4267,NA,4877,4548,NA,5248,281,NA,371
Telwala et al. 2013,Aster diplostephoides,4267,NA,4877,4315,NA,5093,48,NA,216
Telwala et al. 2013,Berberis angulosa,3658,NA,4572,3828,NA,4772,170,NA,200
Telwala et al. 2013,Berberis concinna,3810,NA,4191,4089,NA,4778,279,NA,587
Telwala et al. 2013,Caltha scaposa,4267,NA,5182,4200,NA,5350,-67,NA,168
Telwala et al. 2013,Campanula aristata,3957,NA,4724,4328,NA,4907,371,NA,183
Telwala et al. 2013,Campanula immodesta,3963,NA,4725,4094,NA,4975,131,NA,250
Telwala et al. 2013,Cassiope fastigata,3048,NA,4267,3708,NA,4508,660,NA,241
Telwala et al. 2013,Cassiope selaginoides,3048,NA,3962,3825,NA,4789,777,NA,827
Telwala et al. 2013,Chamaesium novemjugum,3658,NA,4572,3700,NA,4902,42,NA,330
Telwala et al. 2013,Chionocharis hookeri,4662,NA,5393,4680,NA,5395,18,NA,2
Telwala et al. 2013,Codonopsis foetens,4115,NA,4648,4315,NA,4822,200,NA,174
Telwala et al. 2013,Codonopsis thalictrifolia,3962,NA,4420,4000,NA,4700,38,NA,280
Telwala et al. 2013,Cortia hookeri,3962,NA,5182,3950,NA,5500,-12,NA,318
Telwala et al. 2013,Corydalis cashmeriana,4267,NA,5182,4700,NA,5240,433,NA,58
Telwala et al. 2013,Cotoneaster microphylla,3352,NA,4572,3700,NA,4572,348,NA,0
Telwala et al. 2013,Cremanthodium decaisnei,4420,NA,4877,4397,NA,5057,-23,NA,180
Telwala et al. 2013,Cremanthodium incanus,3963,NA,4877,3988,NA,5125,25,NA,248
Telwala et al. 2013,Cremanthodium oblongatum,3658,NA,4877,3800,NA,4880,142,NA,3
Telwala et al. 2013,Cremanthodium reniforme,3048,NA,4572,3785,NA,4572,737,NA,0
Telwala et al. 2013,Delphinium caeruleum,4710,NA,5182,4850,NA,5268,140,NA,86
Telwala et al. 2013,Delphinium glaciale,4267,NA,4877,4300,NA,5050,33,NA,173
Telwala et al. 2013,Dracocephalum heterophyllum,4500,NA,4877,4789,NA,5192,289,NA,315
Telwala et al. 2013,Elshotzia eriostachya,4000,NA,4420,4100,NA,4880,100,NA,460
Telwala et al. 2013,Eritrichium pustulosum,3963,NA,5182,4412,NA,5192,449,NA,10
Telwala et al. 2013,Eritrichium pygmaeum,4267,NA,4750,4207,NA,4750,-60,NA,0
Telwala et al. 2013,Erysimum deflexum,4267,NA,5259,4330,NA,5259,63,NA,0
Telwala et al. 2013,Euphorbia stracheyi,3658,NA,4877,3873,NA,5500,215,NA,623
Telwala et al. 2013,Euphrasia officinalis,3000,NA,4265,3887,NA,4600,887,NA,335
Telwala et al. 2013,Fragaria daltoniana,3048,NA,4572,3664,NA,4649,616,NA,77
Telwala et al. 2013,Gaultheria trichophylla,3352,NA,4267,3700,NA,4649,348,NA,382
Telwala et al. 2013,Gentiana detonsa,3962,NA,4267,4044,NA,4951,82,NA,684
Telwala et al. 2013,Gentiana ornata,4286,NA,4725,4375,NA,4899,89,NA,174
Telwala et al. 2013,Gentiana robusta,4267,NA,4877,4507,NA,4900,240,NA,23
Telwala et al. 2013,Geranium collinum,3658,NA,4268,4100,NA,4556,442,NA,288
Telwala et al. 2013,Hedysarum sikkimense,3962,NA,4876,4552,NA,5016,590,NA,140
Telwala et al. 2013,Hippolytia gossypina,4419,NA,5182,4500,NA,5250,81,NA,68
Telwala et al. 2013,Juniperus indica,4000,NA,4572,3822,NA,4600,-178,NA,28
Telwala et al. 2013,Juniperus recuva,4000,NA,4572,3955,NA,4649,-45,NA,77
Telwala et al. 2013,Lagotis glauca,4267,NA,4572,4300,NA,4900,33,NA,328
Telwala et al. 2013,Lancea tibetica,4419,NA,4572,4350,NA,4956,-69,NA,384
Telwala et al. 2013,Leontopodium haastioides,4420,NA,5182,4645,NA,5418,225,NA,236
Telwala et al. 2013,Lepidium capitatum,4200,NA,5486,4500,NA,5500,300,NA,14
Telwala et al. 2013,Lonicera hispida,3962,NA,5182,4000,NA,5000,38,NA,-182
Telwala et al. 2013,Meconopsis horridula,4420,NA,5029,4495,NA,5351,75,NA,322
Telwala et al. 2013,Meconopsis simplicifolia,3500,NA,3658,3850,NA,4656,350,NA,998
Telwala et al. 2013,Microgynaecium tibeticum,4500,NA,4562,4500,NA,4956,0,NA,394
Telwala et al. 2013,Microula pustulosa,3962,NA,5182,4207,NA,5220,245,NA,38
Telwala et al. 2013,Morina nepalensis,3048,NA,3968,3700,NA,4594,652,NA,626
Telwala et al. 2013,Nardostachys grandiflora,3981,NA,5182,4030,NA,5054,49,NA,-128
Telwala et al. 2013,Nepeta discolor,3963,NA,4876,4500,NA,5000,537,NA,124
Telwala et al. 2013,Onosoma hookeri,4115,NA,4572,4136,NA,4825,21,NA,253
Telwala et al. 2013,Oreosolen wattii,4572,NA,5030,4500,NA,5000,-72,NA,-30
Telwala et al. 2013,Oxytropis tartarica,4000,NA,4572,4507,NA,4916,507,NA,344
Telwala et al. 2013,Parnassia nubicola,3524,NA,4572,4150,NA,4879,626,NA,307
Telwala et al. 2013,Pedicularis integrifolia,3657,NA,4344,3978,NA,5086,321,NA,742
Telwala et al. 2013,Pedicularis lachnoglossa,3657,NA,4510,3475,NA,4500,-182,NA,-10
Telwala et al. 2013,Pedicularis longifolia,4420,NA,4877,4507,NA,4940,87,NA,63
Telwala et al. 2013,Pedicularis roylei,4562,NA,4877,4507,NA,4916,-55,NA,39
Telwala et al. 2013,Pedicularis trichoglossa,4572,NA,4752,4500,NA,4700,-72,NA,-52
Telwala et al. 2013,Phlomis rotata,3963,NA,4876,4508,NA,5500,545,NA,624
Telwala et al. 2013,Polygonum sibiricum,4420,NA,5182,4745,NA,5211,325,NA,29
Telwala et al. 2013,Ponerorchis chusua,3048,NA,4114,4000,NA,4522,952,NA,408
Telwala et al. 2013,Potentilla fruticosa,3352,NA,5182,4209,NA,5250,857,NA,68
Telwala et al. 2013,Potentilla microphylla,4267,NA,4572,4507,NA,4916,240,NA,344
Telwala et al. 2013,Potentilla sinonivea,4267,NA,5334,4500,NA,5250,233,NA,-84
Telwala et al. 2013,Primula sikkimensis,3352,NA,4572,4000,NA,4865,648,NA,293
Telwala et al. 2013,Primula tibetica,4496,NA,5182,4438,NA,5400,-58,NA,218
Telwala et al. 2013,Pterocephalus hookeri,4267,NA,4876,4507,NA,5248,240,NA,372
Telwala et al. 2013,Rheum nobile,3962,NA,4572,4556,NA,4656,594,NA,84
Telwala et al. 2013,Rheum spiciforme,3962,NA,4876,4125,NA,4813,163,NA,-63
Telwala et al. 2013,Rhodiola bupleuroides,3200,NA,4542,4504,NA,5000,1304,NA,458
Telwala et al. 2013,Rhododendron nivale,3352,NA,4876,3963,NA,5102,611,NA,226
Telwala et al. 2013,Ribes luridum,3048,NA,4572,3770,NA,4772,722,NA,200
Telwala et al. 2013,Salix calyculata,3352,NA,4267,4200,NA,5000,848,NA,733
Telwala et al. 2013,Salix lindlyeana,3658,NA,4267,4000,NA,4500,342,NA,233
Telwala et al. 2013,Saussurea gossypiphora,4267,NA,5182,4606,NA,5000,339,NA,-182
Telwala et al. 2013,Saussurea heiracioides,3657,NA,4267,4485,NA,4836,828,NA,569
Telwala et al. 2013,Saussurea katochaete,3963,NA,4877,4050,NA,5500,87,NA,623
Telwala et al. 2013,Saussurea leontodontoides,3962,NA,5182,4540,NA,5129,578,NA,-53
Telwala et al. 2013,Saussurea stella,4445,NA,4876,4725,NA,4880,280,NA,4
Telwala et al. 2013,Saussurea tridactyla,4740,NA,5334,4919,NA,5315,179,NA,-19
Telwala et al. 2013,Saussurea uniflora,3048,NA,4572,4256,NA,4902,1208,NA,330
Telwala et al. 2013,Saussurea werneroides,4724,NA,5129,4700,NA,5200,-24,NA,71
Telwala et al. 2013,Saxifraga aristulata,3962,NA,5182,4438,NA,5248,476,NA,66
Telwala et al. 2013,Saxifraga flagellaris,4267,NA,4876,4500,NA,5000,233,NA,124
Telwala et al. 2013,Saxifraga hemisphaerica,4876,NA,5182,4500,NA,5200,-376,NA,18
Telwala et al. 2013,Saxifraga hirculus,4267,NA,5182,4735,NA,5248,468,NA,66
Telwala et al. 2013,Saxifraga jacquemontiana,4267,NA,5029,4700,NA,5248,433,NA,219
Telwala et al. 2013,Saxifraga lychinits,4267,NA,5029,4428,NA,5400,161,NA,371
Telwala et al. 2013,Saxifraga pallida,3810,NA,5106,4250,NA,5220,440,NA,114
Telwala et al. 2013,Saxifraga ramulosa,4572,NA,5182,4500,NA,5200,-72,NA,18
Telwala et al. 2013,Saxifraga saginoides,3048,NA,5486,3730,NA,5500,682,NA,14
Telwala et al. 2013,Sedum fischeri,4877,NA,5182,4800,NA,5200,-77,NA,18
Telwala et al. 2013,Sibbaldia purpurea,4267,NA,4877,4200,NA,5010,-67,NA,133
Telwala et al. 2013,Silene apetala,3962,NA,4572,4000,NA,4572,38,NA,0
Telwala et al. 2013,Silene caespitella,3657,NA,4267,4485,NA,4902,828,NA,635
Telwala et al. 2013,Silene nigrescens,4572,NA,4876,4735,NA,4938,163,NA,62
Telwala et al. 2013,Soroseris glomerata,3658,NA,4268,4248,NA,4926,590,NA,658
Telwala et al. 2013,Stellaria decumbens,3962,NA,5182,4248,NA,5248,286,NA,66
Telwala et al. 2013,Stracheya tibetica,4267,NA,5182,4570,NA,5348,303,NA,166
Telwala et al. 2013,Swertia multicaulis,4267,NA,4572,4570,NA,4900,303,NA,328
Telwala et al. 2013,Thalictrum alpinum,4267,NA,4876,4507,NA,5250,240,NA,374
